County,Vote type,Total ballots,Contest,Ballots cast,Undervotes
Schley,Advance in Person,602,Lieutenant Governor,597,5
Schley,Election Day,595,Lieutenant Governor,592,3
Schley,Provisional,3,Lieutenant Governor,3,0
Screven,Absentee by Mail,158,Lieutenant Governor,154,4
Screven,Advance in Person,1201,Lieutenant Governor,1185,16
Screven,Election Day,2412,Lieutenant Governor,2394,18
Screven,Provisional,4,Lieutenant Governor,4,0
Seminole,Absentee by Mail,76,Lieutenant Governor,76,0
Seminole,Advance in Person,477,Lieutenant Governor,465,12
Seminole,Election Day,1698,Lieutenant Governor,1654,44
Seminole,Provisional,5,Lieutenant Governor,5,0
Spalding,Absentee by Mail,528,Lieutenant Governor,518,10
Spalding,Advance in Person,6771,Lieutenant Governor,6689,82
Spalding,Election Day,9378,Lieutenant Governor,9298,80
Spalding,Provisional,14,Lieutenant Governor,14,0
Stephens,Absentee by Mail,337,Lieutenant Governor,331,6
Stephens,Advance in Person,2604,Lieutenant Governor,2586,18
Stephens,Election Day,2225,Lieutenant Governor,2217,8
Stephens,Provisional,2,Lieutenant Governor,2,0
Stewart,Absentee by Mail,75,Lieutenant Governor,74,1
Stewart,Advance in Person,311,Lieutenant Governor,285,26
Stewart,Election Day,808,Lieutenant Governor,773,35
Stewart,Provisional,18,Lieutenant Governor,18,0
Sumter,Absentee by Mail,522,Lieutenant Governor,518,4
Sumter,Advance in Person,3280,Lieutenant Governor,3235,45
Sumter,Election Day,4191,Lieutenant Governor,4154,37
Sumter,Provisional,5,Lieutenant Governor,5,0
Talbot,Absentee by Mail,215,Lieutenant Governor,205,10
Talbot,Advance in Person,342,Lieutenant Governor,336,6
Talbot,Election Day,1588,Lieutenant Governor,1544,44
Talbot,Provisional,2,Lieutenant Governor,1,1
Taliaferro,Absentee by Mail,50,Lieutenant Governor,50,0
Taliaferro,Advance in Person,197,Lieutenant Governor,191,6
Taliaferro,Election Day,311,Lieutenant Governor,311,0
Taliaferro,Provisional,0,Lieutenant Governor,0,0
Tattnall,Absentee by Mail,198,Lieutenant Governor,197,1
Tattnall,Advance in Person,1310,Lieutenant Governor,1289,21
Tattnall,Election Day,2706,Lieutenant Governor,2667,39
Tattnall,Provisional,6,Lieutenant Governor,6,0
Taylor,Absentee by Mail,127,Lieutenant Governor,125,2
Taylor,Advance in Person,620,Lieutenant Governor,609,11
Taylor,Election Day,1441,Lieutenant Governor,1427,14
Taylor,Provisional,0,Lieutenant Governor,0,0
Telfair,Absentee by Mail,227,Lieutenant Governor,225,2
Telfair,Advance in Person,751,Lieutenant Governor,736,15
Telfair,Election Day,1723,Lieutenant Governor,1680,43
Telfair,Provisional,0,Lieutenant Governor,0,0
Terrell,Absentee by Mail,258,Lieutenant Governor,243,15
Terrell,Advance in Person,1101,Lieutenant Governor,1067,34
Terrell,Election Day,1887,Lieutenant Governor,1856,31
Terrell,Provisional,2,Lieutenant Governor,2,0
Thomas,Absentee by Mail,293,Lieutenant Governor,290,3
Thomas,Advance in Person,3653,Lieutenant Governor,3625,28
Thomas,Election Day,7055,Lieutenant Governor,7012,43
Thomas,Provisional,2,Lieutenant Governor,2,0
Tift,Absentee by Mail,254,Lieutenant Governor,250,4
Tift,Advance in Person,3128,Lieutenant Governor,3119,9
Tift,Election Day,5030,Lieutenant Governor,4952,78
Tift,Provisional,92,Lieutenant Governor,87,5
Toombs,Absentee by Mail,381,Lieutenant Governor,378,3
Toombs,Advance in Person,1805,Lieutenant Governor,1789,16
Toombs,Election Day,3352,Lieutenant Governor,3339,13
Toombs,Provisional,6,Lieutenant Governor,6,0
Towns,Absentee by Mail,190,Lieutenant Governor,190,0
Towns,Advance in Person,2289,Lieutenant Governor,2256,33
Towns,Election Day,1717,Lieutenant Governor,1706,11
Towns,Provisional,68,Lieutenant Governor,66,2
Treutlen,Absentee by Mail,50,Lieutenant Governor,49,1
Treutlen,Advance in Person,426,Lieutenant Governor,419,7
Treutlen,Election Day,1041,Lieutenant Governor,1036,5
Treutlen,Provisional,3,Lieutenant Governor,3,0
Troup,Absentee by Mail,847,Lieutenant Governor,831,16
Troup,Advance in Person,4821,Lieutenant Governor,4766,55
Troup,Election Day,9963,Lieutenant Governor,9903,60
Troup,Provisional,41,Lieutenant Governor,40,1
Turner,Absentee by Mail,41,Lieutenant Governor,38,3
Turner,Advance in Person,1026,Lieutenant Governor,1004,22
Turner,Election Day,1188,Lieutenant Governor,1165,23
Turner,Provisional,11,Lieutenant Governor,11,0
Twiggs,Absentee by Mail,275,Lieutenant Governor,272,3
Twiggs,Advance in Person,841,Lieutenant Governor,825,16
Twiggs,Election Day,1776,Lieutenant Governor,1743,33
Twiggs,Provisional,1,Lieutenant Governor,1,0
Union,Absentee by Mail,288,Lieutenant Governor,285,3
Union,Advance in Person,3487,Lieutenant Governor,3468,19
Union,Election Day,3966,Lieutenant Governor,3900,66
Union,Provisional,2,Lieutenant Governor,2,0
Upson,Absentee by Mail,230,Lieutenant Governor,225,5
Upson,Advance in Person,2400,Lieutenant Governor,2359,41
Upson,Election Day,4440,Lieutenant Governor,4417,23
Upson,Provisional,1,Lieutenant Governor,1,0
Walker,Absentee by Mail,617,Lieutenant Governor,607,10
Walker,Advance in Person,3646,Lieutenant Governor,3612,34
Walker,Election Day,8076,Lieutenant Governor,8018,58
Walker,Provisional,0,Lieutenant Governor,0,0
Walton,Absentee by Mail,1068,Lieutenant Governor,1057,11
Walton,Advance in Person,6096,Lieutenant Governor,6061,35
Walton,Election Day,18659,Lieutenant Governor,18555,104
Walton,Provisional,16,Lieutenant Governor,16,0
Ware,Absentee by Mail,326,Lieutenant Governor,326,0
Ware,Advance in Person,2081,Lieutenant Governor,2046,35
Ware,Election Day,4306,Lieutenant Governor,4261,45
Ware,Provisional,1,Lieutenant Governor,1,0
Warren,Absentee by Mail,60,Lieutenant Governor,59,1
Warren,Advance in Person,543,Lieutenant Governor,532,11
Warren,Election Day,889,Lieutenant Governor,882,7
Warren,Provisional,1,Lieutenant Governor,1,0
Washington,Absentee by Mail,355,Lieutenant Governor,351,4
Washington,Advance in Person,2324,Lieutenant Governor,2272,52
Washington,Election Day,3362,Lieutenant Governor,3289,73
Washington,Provisional,8,Lieutenant Governor,8,0
Wayne,Absentee by Mail,258,Lieutenant Governor,256,2
Wayne,Advance in Person,2152,Lieutenant Governor,2133,19
Wayne,Election Day,3740,Lieutenant Governor,3735,5
Wayne,Provisional,0,Lieutenant Governor,0,0
Webster,Absentee by Mail,80,Lieutenant Governor,79,1
Webster,Advance in Person,271,Lieutenant Governor,262,9
Webster,Election Day,426,Lieutenant Governor,412,14
Webster,Provisional,0,Lieutenant Governor,0,0
Wheeler,Absentee by Mail,87,Lieutenant Governor,86,1
Wheeler,Advance in Person,447,Lieutenant Governor,431,16
Wheeler,Election Day,959,Lieutenant Governor,941,18
Wheeler,Provisional,9,Lieutenant Governor,8,1
White,Absentee by Mail,447,Lieutenant Governor,440,7
White,Advance in Person,2267,Lieutenant Governor,2249,18
White,Election Day,4948,Lieutenant Governor,4897,51
White,Provisional,3,Lieutenant Governor,3,0
Whitfield,Absentee by Mail,478,Lieutenant Governor,473,5
Whitfield,Advance in Person,3511,Lieutenant Governor,3455,56
Whitfield,Election Day,11767,Lieutenant Governor,11591,176
Whitfield,Provisional,38,Lieutenant Governor,38,0
Wilcox,Absentee by Mail,144,Lieutenant Governor,144,0
Wilcox,Advance in Person,455,Lieutenant Governor,449,6
Wilcox,Election Day,1280,Lieutenant Governor,1267,13
Wilcox,Provisional,3,Lieutenant Governor,3,0
Wilkes,Absentee by Mail,104,Lieutenant Governor,103,1
Wilkes,Advance in Person,939,Lieutenant Governor,928,11
Wilkes,Election Day,2044,Lieutenant Governor,2017,27
Wilkes,Provisional,3,Lieutenant Governor,3,0
Wilkinson,Absentee by Mail,150,Lieutenant Governor,148,2
Wilkinson,Advance in Person,763,Lieutenant Governor,750,13
Wilkinson,Election Day,2227,Lieutenant Governor,2199,28
Wilkinson,Provisional,1,Lieutenant Governor,1,0
Worth,Absentee by Mail,138,Lieutenant Governor,137,1
Worth,Advance in Person,1170,Lieutenant Governor,1157,13
Worth,Election Day,3871,Lieutenant Governor,3858,13
Worth,Provisional,10,Lieutenant Governor,10,0
Appling,Absentee by Mail,306,Secretary Of State,304,2
Appling,Advance in Person,976,Secretary Of State,962,14
Appling,Election Day,3122,Secretary Of State,3095,27
Appling,Provisional,4,Secretary Of State,4,0
Atkinson,Absentee by Mail,68,Secretary Of State,67,1
Atkinson,Advance in Person,495,Secretary Of State,480,15
Atkinson,Election Day,1058,Secretary Of State,1011,47
Atkinson,Provisional,7,Secretary Of State,7,0
Bacon,Absentee by Mail,73,Secretary Of State,71,2
Bacon,Advance in Person,887,Secretary Of State,882,5
Bacon,Election Day,1240,Secretary Of State,1239,1
Bacon,Provisional,3,Secretary Of State,3,0
Baker,Absentee by Mail,71,Secretary Of State,68,3
Baker,Advance in Person,298,Secretary Of State,293,5
Baker,Election Day,617,Secretary Of State,598,19
Baker,Provisional,3,Secretary Of State,3,0
Baldwin,Absentee by Mail,409,Secretary Of State,407,2
Baldwin,Advance in Person,3933,Secretary Of State,3883,50
Baldwin,Election Day,6152,Secretary Of State,6144,8
Baldwin,Provisional,9,Secretary Of State,9,0
Banks,Absentee by Mail,142,Secretary Of State,141,1
Banks,Advance in Person,852,Secretary Of State,839,13
Banks,Election Day,3339,Secretary Of State,3293,46
Banks,Provisional,1,Secretary Of State,1,0
Barrow,Absentee by Mail,701,Secretary Of State,690,11
Barrow,Advance in Person,4720,Secretary Of State,4720,0
Barrow,Election Day,10688,Secretary Of State,10627,61
Barrow,Provisional,8,Secretary Of State,8,0
Bartow,Absentee by Mail,772,Secretary Of State,760,12
Bartow,Advance in Person,5826,Secretary Of State,5804,22
Bartow,Election Day,16152,Secretary Of State,16023,129
Bartow,Provisional,20,Secretary Of State,20,0
Ben Hill,Absentee by Mail,136,Secretary Of State,133,3
Ben Hill,Advance in Person,1494,Secretary Of State,1470,24
Ben Hill,Election Day,1864,Secretary Of State,1857,7
Ben Hill,Provisional,3,Secretary Of State,3,0
Berrien,Absentee by Mail,212,Secretary Of State,211,1
Berrien,Advance in Person,1103,Secretary Of State,1102,1
Berrien,Election Day,2608,Secretary Of State,2598,10
Berrien,Provisional,8,Secretary Of State,8,0
Bibb,Absentee by Mail,2189,Secretary Of State,2160,29
Bibb,Advance in Person,10315,Secretary Of State,10212,103
Bibb,Election Day,29989,Secretary Of State,29753,236
Bibb,Provisional,78,Secretary Of State,78,0
Bleckley,Absentee by Mail,228,Secretary Of State,223,5
Bleckley,Advance in Person,1157,Secretary Of State,1140,17
Bleckley,Election Day,1855,Secretary Of State,1848,7
Bleckley,Provisional,5,Secretary Of State,4,1
Brantley,Absentee by Mail,143,Secretary Of State,143,0
Brantley,Advance in Person,747,Secretary Of State,747,0
Brantley,Election Day,2086,Secretary Of State,2084,2
Brantley,Provisional,4,Secretary Of State,4,0
Brooks,Absentee by Mail,1016,Secretary Of State,998,18
Brooks,Advance in Person,1259,Secretary Of State,1243,16
Brooks,Election Day,2355,Secretary Of State,2354,1
Brooks,Provisional,26,Secretary Of State,25,1
Bryan,Absentee by Mail,237,Secretary Of State,234,3
Bryan,Advance in Person,2852,Secretary Of State,2852,0
Bryan,Election Day,4863,Secretary Of State,4846,17
Bryan,Provisional,3,Secretary Of State,3,0
Bulloch,Absentee by Mail,541,Secretary Of State,536,5
Bulloch,Advance in Person,3846,Secretary Of State,3842,4
Bulloch,Election Day,9455,Secretary Of State,9355,100
Bulloch,Provisional,12,Secretary Of State,12,0
Burke,Absentee by Mail,594,Secretary Of State,590,4
Burke,Advance in Person,1260,Secretary Of State,1257,3
Burke,Election Day,4049,Secretary Of State,4013,36
Burke,Provisional,0,Secretary Of State,0,0
Butts,Absentee by Mail,183,Secretary Of State,180,3
Butts,Advance in Person,3252,Secretary Of State,3232,20
Butts,Election Day,2671,Secretary Of State,2659,12
Butts,Provisional,0,Secretary Of State,0,0
Calhoun,Absentee by Mail,91,Secretary Of State,90,1
Calhoun,Advance in Person,320,Secretary Of State,317,3
Calhoun,Election Day,1044,Secretary Of State,1043,1
Calhoun,Provisional,2,Secretary Of State,2,0
Camden,Absentee by Mail,586,Secretary Of State,582,4
Camden,Advance in Person,2509,Secretary Of State,2499,10
Camden,Election Day,6720,Secretary Of State,6720,0
Camden,Provisional,9,Secretary Of State,9,0
Candler,Absentee by Mail,108,Secretary Of State,108,0
Candler,Advance in Person,835,Secretary Of State,834,1
Candler,Election Day,1258,Secretary Of State,1251,7
Candler,Provisional,0,Secretary Of State,0,0
Carroll,Absentee by Mail,845,Secretary Of State,837,8
Carroll,Advance in Person,7673,Secretary Of State,7638,35
Carroll,Election Day,17495,Secretary Of State,17413,82
Carroll,Provisional,53,Secretary Of State,53,0
Catoosa,Absentee by Mail,456,Secretary Of State,449,7
Catoosa,Advance in Person,4909,Secretary Of State,4873,36
Catoosa,Election Day,8541,Secretary Of State,8447,94
Catoosa,Provisional,14,Secretary Of State,14,0
Charlton,Absentee by Mail,80,Secretary Of State,80,0
Charlton,Advance in Person,684,Secretary Of State,681,3
Charlton,Election Day,1247,Secretary Of State,1247,0
Charlton,Provisional,4,Secretary Of State,4,0
Chatham,Absentee by Mail,2948,Secretary Of State,2911,37
Chatham,Advance in Person,17241,Secretary Of State,17241,0
Chatham,Election Day,48480,Secretary Of State,48424,56
Chatham,Provisional,55,Secretary Of State,54,1
Chattahoochee,Absentee by Mail,22,Secretary Of State,22,0
Chattahoochee,Advance in Person,196,Secretary Of State,196,0
Chattahoochee,Election Day,481,Secretary Of State,476,5
Chattahoochee,Provisional,2,Secretary Of State,2,0
Chattooga,Absentee by Mail,107,Secretary Of State,104,3
Chattooga,Advance in Person,1625,Secretary Of State,1590,35
Chattooga,Election Day,3090,Secretary Of State,3041,49
Chattooga,Provisional,2,Secretary Of State,2,0
Cherokee,Absentee by Mail,2440,Secretary Of State,2386,54
Cherokee,Advance in Person,23437,Secretary Of State,23188,249
Cherokee,Election Day,40811,Secretary Of State,40205,606
Cherokee,Provisional,31,Secretary Of State,29,2
Clarke,Absentee by Mail,1152,Secretary Of State,1124,28
Clarke,Advance in Person,7332,Secretary Of State,7275,57
Clarke,Election Day,16976,Secretary Of State,16719,257
Clarke,Provisional,76,Secretary Of State,71,5
Clay,Absentee by Mail,90,Secretary Of State,89,1
Clay,Advance in Person,244,Secretary Of State,243,1
Clay,Election Day,602,Secretary Of State,599,3
Clay,Provisional,1,Secretary Of State,1,0
Clayton,Absentee by Mail,1772,Secretary Of State,1749,23
Clayton,Advance in Person,25878,Secretary Of State,25837,41
Clayton,Election Day,34794,Secretary Of State,34681,113
Clayton,Provisional,66,Secretary Of State,66,0
Clinch,Absentee by Mail,53,Secretary Of State,52,1
Clinch,Advance in Person,340,Secretary Of State,334,6
Clinch,Election Day,777,Secretary Of State,775,2
Clinch,Provisional,2,Secretary Of State,2,0
Cobb,Absentee by Mail,10616,Secretary Of State,10399,217
Cobb,Advance in Person,58755,Secretary Of State,58138,617
Cobb,Election Day,143123,Secretary Of State,140704,2419
Cobb,Provisional,581,Secretary Of State,563,18
Coffee,Absentee by Mail,328,Secretary Of State,328,0
Coffee,Advance in Person,3477,Secretary Of State,3470,7
Coffee,Election Day,4390,Secretary Of State,4340,50
Coffee,Provisional,7,Secretary Of State,7,0
Colquitt,Absentee by Mail,172,Secretary Of State,171,1
Colquitt,Advance in Person,2409,Secretary Of State,2395,14
Colquitt,Election Day,5359,Secretary Of State,5333,26
Colquitt,Provisional,4,Secretary Of State,4,0
Columbia,Absentee by Mail,1698,Secretary Of State,1682,16
Columbia,Advance in Person,11710,Secretary Of State,11703,7
Columbia,Election Day,26403,Secretary Of State,26378,25
Columbia,Provisional,10,Secretary Of State,10,0
Cook,Absentee by Mail,113,Secretary Of State,113,0
Cook,Advance in Person,1115,Secretary Of State,1112,3
Cook,Election Day,2316,Secretary Of State,2305,11
Cook,Provisional,0,Secretary Of State,0,0
Coweta,Absentee by Mail,1733,Secretary Of State,1704,29
Coweta,Advance in Person,9167,Secretary Of State,9135,32
Coweta,Election Day,26256,Secretary Of State,26093,163
Coweta,Provisional,15,Secretary Of State,15,0
Crawford,Absentee by Mail,146,Secretary Of State,146,0
Crawford,Advance in Person,1092,Secretary Of State,1078,14
Crawford,Election Day,2012,Secretary Of State,2012,0
Crawford,Provisional,4,Secretary Of State,4,0
Crisp,Absentee by Mail,169,Secretary Of State,166,3
Crisp,Advance in Person,2060,Secretary Of State,2045,15
Crisp,Election Day,2752,Secretary Of State,2732,20
Crisp,Provisional,2,Secretary Of State,2,0
Dade,Absentee by Mail,114,Secretary Of State,107,7
Dade,Advance in Person,1030,Secretary Of State,1005,25
Dade,Election Day,2283,Secretary Of State,2220,63
Dade,Provisional,9,Secretary Of State,9,0
Dawson,Absentee by Mail,311,Secretary Of State,308,3
Dawson,Advance in Person,3231,Secretary Of State,3194,37
Dawson,Election Day,3731,Secretary Of State,3677,54
Dawson,Provisional,11,Secretary Of State,11,0
DeKalb,Absentee by Mail,8280,Secretary Of State,8089,191
DeKalb,Advance in Person,72480,Secretary Of State,71823,657
DeKalb,Election Day,129376,Secretary Of State,126963,2413
DeKalb,Provisional,503,Secretary Of State,493,10
Decatur,Absentee by Mail,269,Secretary Of State,268,1
Decatur,Advance in Person,1985,Secretary Of State,1980,5
Decatur,Election Day,3820,Secretary Of State,3820,0
Decatur,Provisional,5,Secretary Of State,5,0
Dodge,Absentee by Mail,219,Secretary Of State,215,4
Dodge,Advance in Person,1690,Secretary Of State,1652,38
Dodge,Election Day,3173,Secretary Of State,3119,54
Dodge,Provisional,0,Secretary Of State,0,0
Dooly,Absentee by Mail,68,Secretary Of State,68,0
Dooly,Advance in Person,834,Secretary Of State,804,30
Dooly,Election Day,1783,Secretary Of State,1754,29
Dooly,Provisional,0,Secretary Of State,0,0
Dougherty,Absentee by Mail,1050,Secretary Of State,1034,16
Dougherty,Advance in Person,6272,Secretary Of State,6216,56
Dougherty,Election Day,16148,Secretary Of State,16120,28
Dougherty,Provisional,41,Secretary Of State,39,2
Douglas,Absentee by Mail,1308,Secretary Of State,1303,5
Douglas,Advance in Person,15797,Secretary Of State,15742,55
Douglas,Election Day,20398,Secretary Of State,20395,3
Douglas,Provisional,27,Secretary Of State,27,0
Early,Absentee by Mail,140,Secretary Of State,140,0
Early,Advance in Person,890,Secretary Of State,878,12
Early,Election Day,2163,Secretary Of State,2151,12
Early,Provisional,3,Secretary Of State,3,0
Echols,Absentee by Mail,19,Secretary Of State,19,0
Echols,Advance in Person,243,Secretary Of State,236,7
Echols,Election Day,361,Secretary Of State,357,4
Echols,Provisional,0,Secretary Of State,0,0
Effingham,Absentee by Mail,373,Secretary Of State,369,4
Effingham,Advance in Person,3036,Secretary Of State,3036,0
Effingham,Election Day,9204,Secretary Of State,9194,10
Effingham,Provisional,10,Secretary Of State,10,0
Elbert,Absentee by Mail,219,Secretary Of State,217,2
Elbert,Advance in Person,1841,Secretary Of State,1828,13
Elbert,Election Day,2632,Secretary Of State,2627,5
Elbert,Provisional,11,Secretary Of State,11,0
Emanuel,Absentee by Mail,213,Secretary Of State,207,6
Emanuel,Advance in Person,1187,Secretary Of State,1172,15
Emanuel,Election Day,3581,Secretary Of State,3530,51
Emanuel,Provisional,1,Secretary Of State,1,0
Evans,Absentee by Mail,122,Secretary Of State,122,0
