County,Vote type,Total ballots,Contest,Ballots cast,Undervotes
Rockdale,Advance in Person,22789,Lieutenant Governor,21988,801
Rockdale,Election Day,11958,Lieutenant Governor,11380,578
Rockdale,Provisional,55,Lieutenant Governor,53,2
Schley,Absentee by Mail,96,Lieutenant Governor,96,0
Schley,Advance in Person,1321,Lieutenant Governor,1277,44
Schley,Election Day,514,Lieutenant Governor,485,29
Schley,Provisional,2,Lieutenant Governor,2,0
Screven,Absentee by Mail,271,Lieutenant Governor,265,6
Screven,Advance in Person,2674,Lieutenant Governor,2517,157
Screven,Election Day,2462,Lieutenant Governor,2286,176
Screven,Provisional,7,Lieutenant Governor,7,0
Seminole,Absentee by Mail,264,Lieutenant Governor,258,6
Seminole,Advance in Person,1078,Lieutenant Governor,1023,55
Seminole,Election Day,1872,Lieutenant Governor,1776,96
Seminole,Provisional,13,Lieutenant Governor,12,1
Spalding,Absentee by Mail,1283,Lieutenant Governor,1265,18
Spalding,Advance in Person,13046,Lieutenant Governor,12447,599
Spalding,Election Day,10056,Lieutenant Governor,9518,538
Spalding,Provisional,32,Lieutenant Governor,30,2
Stephens,Absentee by Mail,536,Lieutenant Governor,526,10
Stephens,Advance in Person,6139,Lieutenant Governor,5928,211
Stephens,Election Day,2394,Lieutenant Governor,2293,101
Stephens,Provisional,18,Lieutenant Governor,17,1
Stewart,Absentee by Mail,233,Lieutenant Governor,230,3
Stewart,Advance in Person,694,Lieutenant Governor,604,90
Stewart,Election Day,857,Lieutenant Governor,743,114
Stewart,Provisional,35,Lieutenant Governor,35,0
Sumter,Absentee by Mail,877,Lieutenant Governor,862,15
Sumter,Advance in Person,5531,Lieutenant Governor,5272,259
Sumter,Election Day,4148,Lieutenant Governor,3896,252
Sumter,Provisional,0,Lieutenant Governor,0,0
Talbot,Absentee by Mail,285,Lieutenant Governor,267,18
Talbot,Advance in Person,772,Lieutenant Governor,716,56
Talbot,Election Day,1895,Lieutenant Governor,1721,174
Talbot,Provisional,2,Lieutenant Governor,2,0
Taliaferro,Absentee by Mail,162,Lieutenant Governor,151,11
Taliaferro,Advance in Person,441,Lieutenant Governor,379,62
Taliaferro,Election Day,314,Lieutenant Governor,275,39
Taliaferro,Provisional,4,Lieutenant Governor,4,0
Tattnall,Absentee by Mail,392,Lieutenant Governor,389,3
Tattnall,Advance in Person,3539,Lieutenant Governor,3346,193
Tattnall,Election Day,2708,Lieutenant Governor,2518,190
Tattnall,Provisional,8,Lieutenant Governor,8,0
Taylor,Absentee by Mail,243,Lieutenant Governor,242,1
Taylor,Advance in Person,1843,Lieutenant Governor,1740,103
Taylor,Election Day,1179,Lieutenant Governor,1086,93
Taylor,Provisional,29,Lieutenant Governor,29,0
Telfair,Absentee by Mail,331,Lieutenant Governor,329,2
Telfair,Advance in Person,1676,Lieutenant Governor,1568,108
Telfair,Election Day,1624,Lieutenant Governor,1499,125
Telfair,Provisional,1,Lieutenant Governor,1,0
Terrell,Absentee by Mail,327,Lieutenant Governor,321,6
Terrell,Advance in Person,1612,Lieutenant Governor,1519,93
Terrell,Election Day,1991,Lieutenant Governor,1851,140
Terrell,Provisional,9,Lieutenant Governor,9,0
Thomas,Absentee by Mail,991,Lieutenant Governor,986,5
Thomas,Advance in Person,8376,Lieutenant Governor,7885,491
Thomas,Election Day,7874,Lieutenant Governor,7435,439
Thomas,Provisional,3,Lieutenant Governor,3,0
Tift,Absentee by Mail,561,Lieutenant Governor,551,10
Tift,Advance in Person,7646,Lieutenant Governor,7213,433
Tift,Election Day,5462,Lieutenant Governor,5132,330
Tift,Provisional,4,Lieutenant Governor,3,1
Toombs,Absentee by Mail,681,Lieutenant Governor,671,10
Toombs,Advance in Person,4860,Lieutenant Governor,4647,213
Toombs,Election Day,3310,Lieutenant Governor,3145,165
Toombs,Provisional,9,Lieutenant Governor,9,0
Towns,Absentee by Mail,284,Lieutenant Governor,282,2
Towns,Advance in Person,4009,Lieutenant Governor,3873,136
Towns,Election Day,1839,Lieutenant Governor,1754,85
Towns,Provisional,0,Lieutenant Governor,0,0
Treutlen,Absentee by Mail,146,Lieutenant Governor,140,6
Treutlen,Advance in Person,1659,Lieutenant Governor,1582,77
Treutlen,Election Day,805,Lieutenant Governor,766,39
Treutlen,Provisional,4,Lieutenant Governor,4,0
Troup,Absentee by Mail,1264,Lieutenant Governor,1247,17
Troup,Advance in Person,11226,Lieutenant Governor,10723,503
Troup,Election Day,11173,Lieutenant Governor,10552,621
Troup,Provisional,250,Lieutenant Governor,245,5
Turner,Absentee by Mail,148,Lieutenant Governor,148,0
Turner,Advance in Person,1922,Lieutenant Governor,1747,175
Turner,Election Day,1199,Lieutenant Governor,1105,94
Turner,Provisional,5,Lieutenant Governor,5,0
Twiggs,Absentee by Mail,275,Lieutenant Governor,273,2
Twiggs,Advance in Person,1531,Lieutenant Governor,1409,122
Twiggs,Election Day,1981,Lieutenant Governor,1802,179
Twiggs,Provisional,5,Lieutenant Governor,5,0
Union,Absentee by Mail,482,Lieutenant Governor,478,4
Union,Advance in Person,6626,Lieutenant Governor,6407,219
Union,Election Day,4755,Lieutenant Governor,4572,183
Union,Provisional,2,Lieutenant Governor,2,0
Upson,Absentee by Mail,602,Lieutenant Governor,593,9
Upson,Advance in Person,6729,Lieutenant Governor,6363,366
Upson,Election Day,3227,Lieutenant Governor,3048,179
Upson,Provisional,10,Lieutenant Governor,10,0
Walker,Absentee by Mail,813,Lieutenant Governor,808,5
Walker,Advance in Person,11133,Lieutenant Governor,10546,587
Walker,Election Day,9505,Lieutenant Governor,8980,525
Walker,Provisional,39,Lieutenant Governor,38,1
Walton,Absentee by Mail,1769,Lieutenant Governor,1756,13
Walton,Advance in Person,14370,Lieutenant Governor,13788,582
Walton,Election Day,22496,Lieutenant Governor,21647,849
Walton,Provisional,51,Lieutenant Governor,50,1
Ware,Absentee by Mail,627,Lieutenant Governor,623,4
Ware,Advance in Person,5460,Lieutenant Governor,5189,271
Ware,Election Day,4917,Lieutenant Governor,4670,247
Ware,Provisional,12,Lieutenant Governor,12,0
Warren,Absentee by Mail,187,Lieutenant Governor,185,2
Warren,Advance in Person,1267,Lieutenant Governor,1181,86
Warren,Election Day,806,Lieutenant Governor,738,68
Warren,Provisional,1,Lieutenant Governor,1,0
Washington,Absentee by Mail,727,Lieutenant Governor,710,17
Washington,Advance in Person,3907,Lieutenant Governor,3628,279
Washington,Election Day,3525,Lieutenant Governor,3260,265
Washington,Provisional,10,Lieutenant Governor,10,0
Wayne,Absentee by Mail,501,Lieutenant Governor,500,1
Wayne,Advance in Person,5868,Lieutenant Governor,5630,238
Wayne,Election Day,3753,Lieutenant Governor,3562,191
Wayne,Provisional,10,Lieutenant Governor,8,2
Webster,Absentee by Mail,152,Lieutenant Governor,150,2
Webster,Advance in Person,544,Lieutenant Governor,517,27
Webster,Election Day,404,Lieutenant Governor,371,33
Webster,Provisional,0,Lieutenant Governor,0,0
Wheeler,Absentee by Mail,115,Lieutenant Governor,115,0
Wheeler,Advance in Person,974,Lieutenant Governor,916,58
Wheeler,Election Day,838,Lieutenant Governor,774,64
Wheeler,Provisional,4,Lieutenant Governor,4,0
White,Absentee by Mail,537,Lieutenant Governor,535,2
White,Advance in Person,5408,Lieutenant Governor,5238,170
White,Election Day,5489,Lieutenant Governor,5352,137
White,Provisional,6,Lieutenant Governor,5,1
Whitfield,Absentee by Mail,1017,Lieutenant Governor,1004,13
Whitfield,Advance in Person,9610,Lieutenant Governor,9126,484
Whitfield,Election Day,16675,Lieutenant Governor,15683,992
Whitfield,Provisional,25,Lieutenant Governor,24,1
Wilcox,Absentee by Mail,205,Lieutenant Governor,198,7
Wilcox,Advance in Person,1202,Lieutenant Governor,1140,62
Wilcox,Election Day,1408,Lieutenant Governor,1313,95
Wilcox,Provisional,0,Lieutenant Governor,0,0
Wilkes,Absentee by Mail,301,Lieutenant Governor,295,6
Wilkes,Advance in Person,2075,Lieutenant Governor,1944,131
Wilkes,Election Day,1995,Lieutenant Governor,1858,137
Wilkes,Provisional,6,Lieutenant Governor,6,0
Wilkinson,Absentee by Mail,270,Lieutenant Governor,268,2
Wilkinson,Advance in Person,1567,Lieutenant Governor,1477,90
Wilkinson,Election Day,2427,Lieutenant Governor,2238,189
Wilkinson,Provisional,1,Lieutenant Governor,1,0
Worth,Absentee by Mail,305,Lieutenant Governor,301,4
Worth,Advance in Person,3108,Lieutenant Governor,2936,172
Worth,Election Day,4418,Lieutenant Governor,4175,243
Worth,Provisional,15,Lieutenant Governor,15,0
Appling,Absentee by Mail,530,Secretary Of State,520,10
Appling,Advance in Person,3298,Secretary Of State,3233,65
Appling,Election Day,2978,Secretary Of State,2913,65
Appling,Provisional,3,Secretary Of State,3,0
Atkinson,Absentee by Mail,88,Secretary Of State,88,0
Atkinson,Advance in Person,1285,Secretary Of State,1240,45
Atkinson,Election Day,1147,Secretary Of State,1101,46
Atkinson,Provisional,2,Secretary Of State,1,1
Bacon,Absentee by Mail,174,Secretary Of State,171,3
Bacon,Advance in Person,2828,Secretary Of State,2767,61
Bacon,Election Day,827,Secretary Of State,790,37
Bacon,Provisional,1,Secretary Of State,1,0
Baker,Absentee by Mail,141,Secretary Of State,134,7
Baker,Advance in Person,485,Secretary Of State,466,19
Baker,Election Day,665,Secretary Of State,635,30
Baker,Provisional,2,Secretary Of State,2,0
Baldwin,Absentee by Mail,1158,Secretary Of State,1146,12
Baldwin,Advance in Person,8295,Secretary Of State,8133,162
Baldwin,Election Day,6180,Secretary Of State,6047,133
Baldwin,Provisional,3,Secretary Of State,3,0
Banks,Absentee by Mail,223,Secretary Of State,222,1
Banks,Advance in Person,2771,Secretary Of State,2724,47
Banks,Election Day,3858,Secretary Of State,3799,59
Banks,Provisional,1,Secretary Of State,1,0
Barrow,Absentee by Mail,1263,Secretary Of State,1249,14
Barrow,Advance in Person,12223,Secretary Of State,12105,118
Barrow,Election Day,13912,Secretary Of State,13759,153
Barrow,Provisional,7,Secretary Of State,7,0
Bartow,Absentee by Mail,1568,Secretary Of State,1556,12
Bartow,Advance in Person,16175,Secretary Of State,15915,260
Bartow,Election Day,19584,Secretary Of State,19222,362
Bartow,Provisional,32,Secretary Of State,31,1
Ben Hill,Absentee by Mail,320,Secretary Of State,317,3
Ben Hill,Advance in Person,3605,Secretary Of State,3549,56
Ben Hill,Election Day,1608,Secretary Of State,1580,28
Ben Hill,Provisional,14,Secretary Of State,13,1
Berrien,Absentee by Mail,322,Secretary Of State,317,5
Berrien,Advance in Person,3153,Secretary Of State,3085,68
Berrien,Election Day,2772,Secretary Of State,2716,56
Berrien,Provisional,5,Secretary Of State,4,1
Bibb,Absentee by Mail,4461,Secretary Of State,4430,31
Bibb,Advance in Person,26183,Secretary Of State,25758,425
Bibb,Election Day,29816,Secretary Of State,29375,441
Bibb,Provisional,232,Secretary Of State,228,4
Bleckley,Absentee by Mail,257,Secretary Of State,253,4
Bleckley,Advance in Person,2805,Secretary Of State,2736,69
Bleckley,Election Day,1793,Secretary Of State,1742,51
Bleckley,Provisional,5,Secretary Of State,5,0
Brantley,Absentee by Mail,188,Secretary Of State,186,2
Brantley,Advance in Person,2868,Secretary Of State,2811,57
Brantley,Election Day,2633,Secretary Of State,2566,67
Brantley,Provisional,5,Secretary Of State,5,0
Brooks,Absentee by Mail,465,Secretary Of State,454,11
Brooks,Advance in Person,2417,Secretary Of State,2366,51
Brooks,Election Day,2814,Secretary Of State,2722,92
Brooks,Provisional,27,Secretary Of State,27,0
Bryan,Absentee by Mail,582,Secretary Of State,578,4
Bryan,Advance in Person,8342,Secretary Of State,8271,71
Bryan,Election Day,6046,Secretary Of State,5964,82
Bryan,Provisional,15,Secretary Of State,15,0
Bulloch,Absentee by Mail,1076,Secretary Of State,1059,17
Bulloch,Advance in Person,11170,Secretary Of State,11061,109
Bulloch,Election Day,11297,Secretary Of State,11126,171
Bulloch,Provisional,140,Secretary Of State,136,4
Burke,Absentee by Mail,968,Secretary Of State,963,5
Burke,Advance in Person,3199,Secretary Of State,3167,32
Burke,Election Day,4552,Secretary Of State,4509,43
Burke,Provisional,2,Secretary Of State,2,0
Butts,Absentee by Mail,380,Secretary Of State,373,7
Butts,Advance in Person,6277,Secretary Of State,6164,113
Butts,Election Day,2206,Secretary Of State,2178,28
Butts,Provisional,0,Secretary Of State,0,0
Calhoun,Absentee by Mail,185,Secretary Of State,182,3
Calhoun,Advance in Person,607,Secretary Of State,592,15
Calhoun,Election Day,1107,Secretary Of State,1085,22
Calhoun,Provisional,0,Secretary Of State,0,0
Camden,Absentee by Mail,1193,Secretary Of State,1185,8
Camden,Advance in Person,8085,Secretary Of State,7988,97
Camden,Election Day,7775,Secretary Of State,7642,133
Camden,Provisional,8,Secretary Of State,8,0
Candler,Absentee by Mail,120,Secretary Of State,119,1
Candler,Advance in Person,2335,Secretary Of State,2297,38
Candler,Election Day,1083,Secretary Of State,1071,12
Candler,Provisional,1,Secretary Of State,1,0
Carroll,Absentee by Mail,1518,Secretary Of State,1505,13
Carroll,Advance in Person,20100,Secretary Of State,19856,244
Carroll,Election Day,20121,Secretary Of State,19870,251
Carroll,Provisional,104,Secretary Of State,100,4
Catoosa,Absentee by Mail,540,Secretary Of State,533,7
Catoosa,Advance in Person,13673,Secretary Of State,13467,206
Catoosa,Election Day,9512,Secretary Of State,9358,154
Catoosa,Provisional,33,Secretary Of State,33,0
Charlton,Absentee by Mail,163,Secretary Of State,159,4
Charlton,Advance in Person,1549,Secretary Of State,1533,16
Charlton,Election Day,1657,Secretary Of State,1598,59
Charlton,Provisional,8,Secretary Of State,8,0
Chatham,Absentee by Mail,6177,Secretary Of State,6062,115
Chatham,Advance in Person,32338,Secretary Of State,31924,414
Chatham,Election Day,64823,Secretary Of State,64019,804
Chatham,Provisional,205,Secretary Of State,203,2
Chattahoochee,Absentee by Mail,35,Secretary Of State,35,0
Chattahoochee,Advance in Person,493,Secretary Of State,477,16
Chattahoochee,Election Day,574,Secretary Of State,561,13
Chattahoochee,Provisional,3,Secretary Of State,3,0
Chattooga,Absentee by Mail,225,Secretary Of State,222,3
Chattooga,Advance in Person,3452,Secretary Of State,3374,78
Chattooga,Election Day,3750,Secretary Of State,3651,99
Chattooga,Provisional,7,Secretary Of State,7,0
Cherokee,Absentee by Mail,5312,Secretary Of State,5269,43
Cherokee,Advance in Person,48565,Secretary Of State,48145,420
Cherokee,Election Day,52422,Secretary Of State,51792,630
Cherokee,Provisional,112,Secretary Of State,108,4
Clarke,Absentee by Mail,3022,Secretary Of State,2973,49
Clarke,Advance in Person,19957,Secretary Of State,19758,199
Clarke,Election Day,20282,Secretary Of State,19927,355
Clarke,Provisional,41,Secretary Of State,40,1
Clay,Absentee by Mail,143,Secretary Of State,139,4
Clay,Advance in Person,579,Secretary Of State,563,16
Clay,Election Day,464,Secretary Of State,454,10
Clay,Provisional,0,Secretary Of State,0,0
Clayton,Absentee by Mail,5847,Secretary Of State,5767,80
Clayton,Advance in Person,47671,Secretary Of State,46996,675
Clayton,Election Day,38322,Secretary Of State,37743,579
Clayton,Provisional,372,Secretary Of State,359,13
Clinch,Absentee by Mail,109,Secretary Of State,108,1
Clinch,Advance in Person,1236,Secretary Of State,1184,52
Clinch,Election Day,909,Secretary Of State,875,34
Clinch,Provisional,4,Secretary Of State,4,0
Cobb,Absentee by Mail,25901,Secretary Of State,25588,313
Cobb,Advance in Person,111554,Secretary Of State,110717,837
Cobb,Election Day,172926,Secretary Of State,171114,1812
Cobb,Provisional,1433,Secretary Of State,1399,34
Coffee,Absentee by Mail,395,Secretary Of State,392,3
Coffee,Advance in Person,7664,Secretary Of State,7492,172
Coffee,Election Day,4536,Secretary Of State,4434,102
Coffee,Provisional,20,Secretary Of State,19,1
Colquitt,Absentee by Mail,514,Secretary Of State,509,5
Colquitt,Advance in Person,6071,Secretary Of State,5927,144
Colquitt,Election Day,6368,Secretary Of State,6202,166
Colquitt,Provisional,10,Secretary Of State,10,0
Columbia,Absentee by Mail,2936,Secretary Of State,2899,37
Columbia,Advance in Person,29686,Secretary Of State,29498,188
Columbia,Election Day,28969,Secretary Of State,28691,278
Columbia,Provisional,43,Secretary Of State,43,0
Cook,Absentee by Mail,244,Secretary Of State,242,2
Cook,Advance in Person,3069,Secretary Of State,3033,36
Cook,Election Day,2490,Secretary Of State,2453,37
Cook,Provisional,0,Secretary Of State,0,0
Coweta,Absentee by Mail,2812,Secretary Of State,2794,18
Coweta,Advance in Person,25641,Secretary Of State,25380,261
Coweta,Election Day,29603,Secretary Of State,29226,377
Coweta,Provisional,15,Secretary Of State,15,0
Crawford,Absentee by Mail,234,Secretary Of State,229,5
Crawford,Advance in Person,2567,Secretary Of State,2491,76
Crawford,Election Day,2130,Secretary Of State,2090,40
Crawford,Provisional,3,Secretary Of State,3,0
Crisp,Absentee by Mail,363,Secretary Of State,352,11
Crisp,Advance in Person,4191,Secretary Of State,4090,101
Crisp,Election Day,2470,Secretary Of State,2371,99
Crisp,Provisional,26,Secretary Of State,24,2
Dade,Absentee by Mail,129,Secretary Of State,123,6
Dade,Advance in Person,2561,Secretary Of State,2490,71
Dade,Election Day,2760,Secretary Of State,2678,82
Dade,Provisional,12,Secretary Of State,12,0
Dawson,Absentee by Mail,439,Secretary Of State,433,6
Dawson,Advance in Person,7020,Secretary Of State,6952,68
Dawson,Election Day,4111,Secretary Of State,4055,56
Dawson,Provisional,11,Secretary Of State,11,0
DeKalb,Absentee by Mail,19672,Secretary Of State,19274,398
DeKalb,Advance in Person,150814,Secretary Of State,148839,1975
DeKalb,Election Day,140482,Secretary Of State,138200,2282
DeKalb,Provisional,1773,Secretary Of State,1717,56
Decatur,Absentee by Mail,548,Secretary Of State,537,11
Decatur,Advance in Person,4260,Secretary Of State,4158,102
Decatur,Election Day,4235,Secretary Of State,4131,104
Decatur,Provisional,103,Secretary Of State,98,5
Dodge,Absentee by Mail,448,Secretary Of State,434,14
Dodge,Advance in Person,3411,Secretary Of State,3300,111
Dodge,Election Day,3192,Secretary Of State,3089,103
Dodge,Provisional,10,Secretary Of State,10,0
Dooly,Absentee by Mail,196,Secretary Of State,191,5
Dooly,Advance in Person,1889,Secretary Of State,1817,72
Dooly,Election Day,1708,Secretary Of State,1659,49
Dooly,Provisional,2,Secretary Of State,1,1
Dougherty,Absentee by Mail,1944,Secretary Of State,1926,18
Dougherty,Advance in Person,11332,Secretary Of State,11130,202
Dougherty,Election Day,18021,Secretary Of State,17710,311
Dougherty,Provisional,128,Secretary Of State,125,3
Douglas,Absentee by Mail,3233,Secretary Of State,3208,25
Douglas,Advance in Person,30219,Secretary Of State,29941,278
Douglas,Election Day,21745,Secretary Of State,21491,254
Douglas,Provisional,58,Secretary Of State,58,0
Early,Absentee by Mail,473,Secretary Of State,463,10
Early,Advance in Person,1569,Secretary Of State,1549,20
Early,Election Day,2089,Secretary Of State,2047,42
Early,Provisional,4,Secretary Of State,4,0
Echols,Absentee by Mail,35,Secretary Of State,35,0
Echols,Advance in Person,767,Secretary Of State,745,22
